index,campaign,pdays,pdays_d,previous,poutcome,y
22552,4,-1,-1,0,unknown,no
22553,4,-1,-1,0,unknown,no
22554,3,-1,-1,0,unknown,no
22555,2,247,247,1,failure,no
22556,2,-1,-1,0,unknown,no
22557,2,-1,-1,0,unknown,no
22558,18,-1,-1,0,unknown,no
22559,2,-1,-1,0,unknown,no
22560,2,-1,-1,0,unknown,no
22561,3,-1,-1,0,unknown,no
22562,5,-1,-1,0,unknown,no
22563,6,-1,-1,0,unknown,no
22564,2,-1,-1,0,unknown,no
22565,6,-1,-1,0,unknown,no
22566,4,-1,-1,0,unknown,yes
22567,2,-1,-1,0,unknown,no
22568,3,-1,-1,0,unknown,no
22569,3,-1,-1,0,unknown,no
22570,5,-1,-1,0,unknown,no
22571,3,-1,-1,0,unknown,no
22572,2,-1,-1,0,unknown,no
22573,5,-1,-1,0,unknown,no
22574,3,-1,-1,0,unknown,no
22575,4,-1,-1,0,unknown,no
22576,5,-1,-1,0,unknown,yes
22577,3,-1,-1,0,unknown,no
22578,5,-1,-1,0,unknown,no
22579,4,-1,-1,0,unknown,no
22580,12,-1,-1,0,unknown,yes
22581,2,-1,-1,0,unknown,no
22582,9,-1,-1,0,unknown,no
22583,4,-1,-1,0,unknown,no
22584,6,-1,-1,0,unknown,no
22585,3,-1,-1,0,unknown,no
22586,12,-1,-1,0,unknown,yes
22587,10,-1,-1,0,unknown,no
22588,8,-1,-1,0,unknown,no
22589,3,-1,-1,0,unknown,no
22590,8,-1,-1,0,unknown,no
22591,2,-1,-1,0,unknown,no
22592,1,198,198,1,failure,no
22593,3,-1,-1,0,unknown,no
22594,2,-1,-1,0,unknown,yes
22595,3,-1,-1,0,unknown,no
22596,6,-1,-1,0,unknown,no
22597,5,-1,-1,0,unknown,no
22598,3,-1,-1,0,unknown,no
22599,2,-1,-1,0,unknown,no
22600,2,-1,-1,0,unknown,no
22601,2,-1,-1,0,unknown,no
22602,3,-1,-1,0,unknown,no
22603,3,-1,-1,0,unknown,no
22604,7,-1,-1,0,unknown,no
22605,9,-1,-1,0,unknown,no
22606,3,-1,-1,0,unknown,no
22607,12,-1,-1,0,unknown,no
22608,7,-1,-1,0,unknown,no
22609,2,-1,-1,0,unknown,yes
22610,18,-1,-1,0,unknown,no
22611,11,-1,-1,0,unknown,no
22612,4,-1,-1,0,unknown,no
22613,2,-1,-1,0,unknown,no
22614,2,-1,-1,0,unknown,no
22615,4,-1,-1,0,unknown,no
22616,2,-1,-1,0,unknown,no
22617,2,-1,-1,0,unknown,no
22618,6,-1,-1,0,unknown,no
22619,3,-1,-1,0,unknown,no
22620,3,-1,-1,0,unknown,no
22621,2,-1,-1,0,unknown,no
22622,3,-1,-1,0,unknown,no
22623,1,255,255,2,other,no
22624,3,-1,-1,0,unknown,no
22625,1,102,102,1,failure,no
22626,4,-1,-1,0,unknown,no
22627,3,-1,-1,0,unknown,no
22628,2,-1,-1,0,unknown,no
22629,5,261,261,1,other,no
22630,16,-1,-1,0,unknown,no
22631,2,-1,-1,0,unknown,no
22632,2,-1,-1,0,unknown,no
22633,2,-1,-1,0,unknown,no
22634,7,-1,-1,0,unknown,no
22635,1,317,317,1,failure,no
22636,3,-1,-1,0,unknown,no
22637,2,-1,-1,0,unknown,no
22638,2,-1,-1,0,unknown,no
22639,1,-1,-1,0,unknown,no
22640,3,-1,-1,0,unknown,no
22641,2,-1,-1,0,unknown,no
22642,1,-1,-1,0,unknown,no
22643,15,-1,-1,0,unknown,no
22644,1,-1,-1,0,unknown,no
22645,2,-1,-1,0,unknown,no
22646,1,-1,-1,0,unknown,no
22647,3,-1,-1,0,unknown,no
22648,3,-1,-1,0,unknown,no
22649,1,-1,-1,0,unknown,no
22650,2,-1,-1,0,unknown,no
22651,8,-1,-1,0,unknown,no
22652,1,-1,-1,0,unknown,no
22653,1,-1,-1,0,unknown,no
22654,8,-1,-1,0,unknown,no
22655,1,-1,-1,0,unknown,no
22656,2,-1,-1,0,unknown,no
22657,1,-1,-1,0,unknown,no
22658,1,-1,-1,0,unknown,no
22659,3,-1,-1,0,unknown,no
22660,3,-1,-1,0,unknown,yes
22661,1,-1,-1,0,unknown,no
22662,2,-1,-1,0,unknown,no
22663,4,-1,-1,0,unknown,no
22664,3,-1,-1,0,unknown,no
22665,1,-1,-1,0,unknown,no
22666,1,-1,-1,0,unknown,no
22667,1,-1,-1,0,unknown,no
22668,1,-1,-1,0,unknown,no
22669,2,-1,-1,0,unknown,yes
22670,1,-1,-1,0,unknown,no
22671,2,-1,-1,0,unknown,no
22672,2,-1,-1,0,unknown,no
22673,1,-1,-1,0,unknown,yes
22674,2,-1,-1,0,unknown,no
22675,1,-1,-1,0,unknown,no
22676,2,-1,-1,0,unknown,yes
22677,1,-1,-1,0,unknown,no
22678,1,-1,-1,0,unknown,no
22679,2,92,92,4,success,yes
22680,1,-1,-1,0,unknown,no
22681,1,-1,-1,0,unknown,no
22682,1,-1,-1,0,unknown,no
22683,2,-1,-1,0,unknown,no
22684,2,177,177,2,failure,no
22685,3,-1,-1,0,unknown,no
22686,2,-1,-1,0,unknown,no
22687,2,-1,-1,0,unknown,no
22688,5,-1,-1,0,unknown,no
22689,1,147,147,4,failure,no
22690,2,-1,-1,0,unknown,yes
22691,8,-1,-1,0,unknown,no
22692,4,-1,-1,0,unknown,no
22693,3,-1,-1,0,unknown,no
22694,3,-1,-1,0,unknown,no
22695,2,-1,-1,0,unknown,no
22696,19,-1,-1,0,unknown,no
22697,3,-1,-1,0,unknown,no
22698,4,-1,-1,0,unknown,no
22699,9,-1,-1,0,unknown,no
22700,4,-1,-1,0,unknown,no
22701,16,-1,-1,0,unknown,no
22702,2,-1,-1,0,unknown,no
22703,3,-1,-1,0,unknown,no
22704,3,-1,-1,0,unknown,no
22705,9,-1,-1,0,unknown,no
22706,2,-1,-1,0,unknown,no
22707,3,-1,-1,0,unknown,no
22708,2,-1,-1,0,unknown,no
22709,2,-1,-1,0,unknown,no
22710,4,-1,-1,0,unknown,no
22711,5,-1,-1,0,unknown,no
22712,4,-1,-1,0,unknown,no
22713,3,-1,-1,0,unknown,no
22714,7,-1,-1,0,unknown,no
22715,3,-1,-1,0,unknown,no
22716,4,-1,-1,0,unknown,no
22717,4,-1,-1,0,unknown,no
22718,4,-1,-1,0,unknown,no
22719,2,-1,-1,0,unknown,no
22720,3,-1,-1,0,unknown,no
22721,3,-1,-1,0,unknown,no
22722,2,-1,-1,0,unknown,no
22723,4,-1,-1,0,unknown,no
22724,2,-1,-1,0,unknown,no
22725,9,-1,-1,0,unknown,no
22726,3,-1,-1,0,unknown,no
22727,3,-1,-1,0,unknown,no
22728,2,-1,-1,0,unknown,no
22729,2,-1,-1,0,unknown,no
22730,2,-1,-1,0,unknown,yes
22731,1,-1,-1,0,unknown,no
22732,10,-1,-1,0,unknown,yes
22733,3,-1,-1,0,unknown,no
22734,9,-1,-1,0,unknown,no
22735,2,-1,-1,0,unknown,no
22736,2,-1,-1,0,unknown,no
22737,2,-1,-1,0,unknown,no
22738,4,-1,-1,0,unknown,no
22739,1,-1,-1,0,unknown,no
22740,5,-1,-1,0,unknown,no
22741,2,-1,-1,0,unknown,no
22742,2,-1,-1,0,unknown,no
22743,2,-1,-1,0,unknown,no
22744,2,-1,-1,0,unknown,no
22745,1,92,92,5,success,yes
22746,8,-1,-1,0,unknown,no
22747,1,-1,-1,0,unknown,no
22748,2,-1,-1,0,unknown,no
22749,1,-1,-1,0,unknown,no
22750,2,-1,-1,0,unknown,no
22751,1,-1,-1,0,unknown,no
22752,4,-1,-1,0,unknown,no
22753,2,-1,-1,0,unknown,no
22754,3,-1,-1,0,unknown,no
22755,15,-1,-1,0,unknown,yes
22756,2,-1,-1,0,unknown,no
22757,2,-1,-1,0,unknown,no
22758,3,-1,-1,0,unknown,no
22759,2,-1,-1,0,unknown,no
22760,3,-1,-1,0,unknown,no
22761,4,-1,-1,0,unknown,no
22762,2,-1,-1,0,unknown,no
22763,2,-1,-1,0,unknown,no
22764,2,-1,-1,0,unknown,yes
22765,2,-1,-1,0,unknown,no
22766,2,-1,-1,0,unknown,no
22767,3,-1,-1,0,unknown,no
22768,2,-1,-1,0,unknown,yes
22769,2,-1,-1,0,unknown,no
22770,2,-1,-1,0,unknown,no
22771,2,-1,-1,0,unknown,no
22772,2,-1,-1,0,unknown,no
22773,3,-1,-1,0,unknown,no
22774,1,-1,-1,0,unknown,no
22775,1,-1,-1,0,unknown,no
22776,2,-1,-1,0,unknown,no
22777,2,-1,-1,0,unknown,no
22778,5,-1,-1,0,unknown,no
22779,2,-1,-1,0,unknown,no
22780,3,-1,-1,0,unknown,no
22781,1,-1,-1,0,unknown,no
22782,3,-1,-1,0,unknown,no
22783,2,-1,-1,0,unknown,no
22784,1,-1,-1,0,unknown,no
22785,14,-1,-1,0,unknown,no
22786,3,-1,-1,0,unknown,no
22787,1,-1,-1,0,unknown,no
22788,1,-1,-1,0,unknown,yes
22789,2,-1,-1,0,unknown,no
22790,2,-1,-1,0,unknown,no
22791,1,-1,-1,0,unknown,no
22792,1,-1,-1,0,unknown,no
22793,1,-1,-1,0,unknown,no
22794,2,-1,-1,0,unknown,no
22795,1,-1,-1,0,unknown,no
22796,2,-1,-1,0,unknown,yes
22797,1,-1,-1,0,unknown,no
22798,1,-1,-1,0,unknown,no
22799,3,92,92,8,success,yes
22800,1,-1,-1,0,unknown,no
22801,1,-1,-1,0,unknown,no
22802,1,-1,-1,0,unknown,no
22803,2,-1,-1,0,unknown,no
22804,2,-1,-1,0,unknown,no
22805,3,-1,-1,0,unknown,no
22806,3,-1,-1,0,unknown,no
22807,2,-1,-1,0,unknown,no
22808,2,-1,-1,0,unknown,no
22809,4,-1,-1,0,unknown,no
22810,1,-1,-1,0,unknown,no
22811,1,-1,-1,0,unknown,no
22812,1,-1,-1,0,unknown,no
22813,1,-1,-1,0,unknown,no
22814,1,-1,-1,0,unknown,no
22815,1,-1,-1,0,unknown,no
22816,2,189,189,27,other,no
22817,1,-1,-1,0,unknown,no
22818,1,-1,-1,0,unknown,no
22819,1,-1,-1,0,unknown,no
22820,2,-1,-1,0,unknown,no
22821,1,-1,-1,0,unknown,no
22822,5,-1,-1,0,unknown,no
22823,3,-1,-1,0,unknown,no
22824,2,-1,-1,0,unknown,no
22825,4,-1,-1,0,unknown,no
22826,3,-1,-1,0,unknown,no
22827,3,-1,-1,0,unknown,yes
22828,3,-1,-1,0,unknown,no
22829,6,-1,-1,0,unknown,no
22830,3,-1,-1,0,unknown,no
22831,2,-1,-1,0,unknown,no
22832,3,-1,-1,0,unknown,no
22833,3,-1,-1,0,unknown,no
22834,2,-1,-1,0,unknown,no
22835,3,-1,-1,0,unknown,no
22836,2,-1,-1,0,unknown,no
22837,2,-1,-1,0,unknown,yes
22838,2,-1,-1,0,unknown,no
22839,2,-1,-1,0,unknown,no
22840,2,-1,-1,0,unknown,no
22841,2,-1,-1,0,unknown,no
22842,6,-1,-1,0,unknown,no
22843,5,-1,-1,0,unknown,no
22844,6,-1,-1,0,unknown,no
22845,2,-1,-1,0,unknown,no
22846,2,-1,-1,0,unknown,no
22847,2,-1,-1,0,unknown,no
22848,5,-1,-1,0,unknown,no
22849,2,-1,-1,0,unknown,no
22850,2,-1,-1,0,unknown,no
22851,2,-1,-1,0,unknown,no
22852,2,-1,-1,0,unknown,no
22853,2,-1,-1,0,unknown,no
22854,3,-1,-1,0,unknown,no
22855,5,-1,-1,0,unknown,no
22856,2,-1,-1,0,unknown,no
22857,3,-1,-1,0,unknown,no
22858,4,-1,-1,0,unknown,no
22859,3,-1,-1,0,unknown,no
22860,9,-1,-1,0,unknown,no
22861,3,-1,-1,0,unknown,no
22862,3,-1,-1,0,unknown,no
22863,4,-1,-1,0,unknown,no
22864,14,-1,-1,0,unknown,no
22865,2,-1,-1,0,unknown,no
22866,3,-1,-1,0,unknown,no
22867,6,-1,-1,0,unknown,no
22868,3,-1,-1,0,unknown,no
22869,3,1,1,2,success,yes
22870,7,-1,-1,0,unknown,no
22871,3,-1,-1,0,unknown,no
22872,3,-1,-1,0,unknown,yes
22873,1,-1,-1,0,unknown,no
22874,1,-1,-1,0,unknown,no
22875,2,-1,-1,0,unknown,no
22876,3,-1,-1,0,unknown,no
22877,1,-1,-1,0,unknown,no
22878,1,-1,-1,0,unknown,no
22879,2,240,240,1,failure,no
22880,2,-1,-1,0,unknown,no
22881,4,-1,-1,0,unknown,no
22882,1,-1,-1,0,unknown,no
22883,2,-1,-1,0,unknown,no
22884,2,-1,-1,0,unknown,no
22885,2,2,2,3,success,yes
22886,3,-1,-1,0,unknown,yes
22887,2,-1,-1,0,unknown,no
22888,9,-1,-1,0,unknown,no
22889,2,-1,-1,0,unknown,no
22890,2,-1,-1,0,unknown,no
22891,7,-1,-1,0,unknown,no
22892,2,-1,-1,0,unknown,no
22893,2,-1,-1,0,unknown,no
22894,1,-1,-1,0,unknown,no
22895,1,-1,-1,0,unknown,no
22896,2,-1,-1,0,unknown,no
22897,2,-1,-1,0,unknown,no
22898,3,-1,-1,0,unknown,no
22899,3,-1,-1,0,unknown,no
22900,3,-1,-1,0,unknown,yes
22901,4,-1,-1,0,unknown,no
22902,3,-1,-1,0,unknown,no
22903,3,-1,-1,0,unknown,no
22904,3,-1,-1,0,unknown,no
22905,1,181,181,2,other,yes
22906,2,-1,-1,0,unknown,no
22907,1,-1,-1,0,unknown,no
22908,1,-1,-1,0,unknown,no
22909,2,-1,-1,0,unknown,no
22910,2,-1,-1,0,unknown,no
22911,2,-1,-1,0,unknown,no
22912,5,-1,-1,0,unknown,no
22913,2,-1,-1,0,unknown,no
22914,2,-1,-1,0,unknown,no
22915,4,-1,-1,0,unknown,no
22916,2,-1,-1,0,unknown,no
22917,4,-1,-1,0,unknown,no
22918,1,220,220,2,success,no
22919,1,-1,-1,0,unknown,no
22920,4,-1,-1,0,unknown,no
22921,2,-1,-1,0,unknown,no
22922,2,-1,-1,0,unknown,no
22923,1,-1,-1,0,unknown,no
22924,1,247,247,1,failure,no
22925,1,-1,-1,0,unknown,no
22926,3,-1,-1,0,unknown,no
22927,9,-1,-1,0,unknown,no
22928,2,-1,-1,0,unknown,no
22929,2,-1,-1,0,unknown,no
22930,1,-1,-1,0,unknown,no
22931,2,-1,-1,0,unknown,yes
22932,2,-1,-1,0,unknown,no
22933,2,-1,-1,0,unknown,no
22934,3,-1,-1,0,unknown,no
22935,4,-1,-1,0,unknown,no
22936,2,-1,-1,0,unknown,no
22937,3,-1,-1,0,unknown,no
22938,2,-1,-1,0,unknown,no
22939,2,-1,-1,0,unknown,no
22940,5,-1,-1,0,unknown,no
22941,1,-1,-1,0,unknown,no
22942,2,-1,-1,0,unknown,no
22943,2,-1,-1,0,unknown,no
22944,1,-1,-1,0,unknown,no
22945,2,-1,-1,0,unknown,no
22946,1,-1,-1,0,unknown,no
22947,3,251,251,2,success,yes
22948,2,-1,-1,0,unknown,no
22949,1,-1,-1,0,unknown,no
22950,3,-1,-1,0,unknown,no
22951,1,-1,-1,0,unknown,no
22952,2,-1,-1,0,unknown,no
22953,2,-1,-1,0,unknown,no
22954,1,-1,-1,0,unknown,no
22955,1,-1,-1,0,unknown,no
22956,1,316,316,3,other,no
22957,2,-1,-1,0,unknown,no
22958,1,-1,-1,0,unknown,yes
22959,2,-1,-1,0,unknown,no
22960,2,-1,-1,0,unknown,no
22961,1,-1,-1,0,unknown,no
22962,1,-1,-1,0,unknown,no
22963,1,-1,-1,0,unknown,no
22964,18,-1,-1,0,unknown,no
22965,2,183,183,5,success,yes
22966,1,-1,-1,0,unknown,no
22967,2,-1,-1,0,unknown,no
22968,1,-1,-1,0,unknown,no
22969,1,-1,-1,0,unknown,no
22970,1,-1,-1,0,unknown,no
22971,1,-1,-1,0,unknown,no
22972,1,-1,-1,0,unknown,no
22973,1,-1,-1,0,unknown,no
22974,2,-1,-1,0,unknown,no
22975,1,-1,-1,0,unknown,no
22976,2,-1,-1,0,unknown,yes
22977,2,-1,-1,0,unknown,no
22978,1,-1,-1,0,unknown,no
22979,1,-1,-1,0,unknown,no
22980,1,-1,-1,0,unknown,no
22981,3,-1,-1,0,unknown,no
22982,4,-1,-1,0,unknown,no
22983,2,182,182,4,success,yes
22984,2,-1,-1,0,unknown,yes
22985,1,-1,-1,0,unknown,no
22986,2,-1,-1,0,unknown,no
22987,2,-1,-1,0,unknown,no
22988,1,-1,-1,0,unknown,no
22989,1,-1,-1,0,unknown,no
22990,2,-1,-1,0,unknown,no
22991,2,-1,-1,0,unknown,no
22992,2,-1,-1,0,unknown,no
22993,1,-1,-1,0,unknown,no
22994,4,-1,-1,0,unknown,no
22995,1,-1,-1,0,unknown,no
22996,2,-1,-1,0,unknown,no
22997,1,-1,-1,0,unknown,no
22998,1,-1,-1,0,unknown,no
22999,1,-1,-1,0,unknown,no
23000,1,-1,-1,0,unknown,no
23001,1,-1,-1,0,unknown,no
23002,2,286,286,6,failure,no
23003,4,-1,-1,0,unknown,no
23004,2,-1,-1,0,unknown,no
23005,1,-1,-1,0,unknown,no
23006,1,-1,-1,0,unknown,no
23007,1,-1,-1,0,unknown,yes
23008,1,-1,-1,0,unknown,yes
23009,1,241,241,4,failure,no
23010,1,-1,-1,0,unknown,no
23011,1,-1,-1,0,unknown,no
23012,2,-1,-1,0,unknown,yes
23013,5,190,190,5,other,no
23014,1,-1,-1,0,unknown,no
23015,1,-1,-1,0,unknown,no
23016,2,-1,-1,0,unknown,no
23017,1,-1,-1,0,unknown,no
23018,1,-1,-1,0,unknown,no
23019,2,-1,-1,0,unknown,no
23020,1,495,495,1,failure,yes
23021,3,-1,-1,0,unknown,no
23022,2,-1,-1,0,unknown,no
23023,3,-1,-1,0,unknown,no
23024,1,-1,-1,0,unknown,no
23025,5,-1,-1,0,unknown,no
23026,1,-1,-1,0,unknown,no
23027,1,-1,-1,0,unknown,no
23028,3,-1,-1,0,unknown,no
23029,1,-1,-1,0,unknown,no
23030,1,-1,-1,0,unknown,no
23031,1,-1,-1,0,unknown,no
23032,2,-1,-1,0,unknown,no
23033,2,-1,-1,0,unknown,no
23034,2,-1,-1,0,unknown,no
23035,1,-1,-1,0,unknown,no
23036,1,-1,-1,0,unknown,no
23037,1,-1,-1,0,unknown,no
23038,2,-1,-1,0,unknown,no
23039,5,-1,-1,0,unknown,no
23040,2,-1,-1,0,unknown,no
23041,2,-1,-1,0,unknown,no
23042,2,-1,-1,0,unknown,no
23043,2,-1,-1,0,unknown,no
23044,2,-1,-1,0,unknown,no
23045,1,-1,-1,0,unknown,no
23046,1,-1,-1,0,unknown,yes
23047,2,107,107,4,success,no
23048,1,-1,-1,0,unknown,no
23049,1,-1,-1,0,unknown,no
23050,2,-1,-1,0,unknown,no
23051,4,-1,-1,0,unknown,no
23052,2,-1,-1,0,unknown,no
23053,1,-1,-1,0,unknown,no
23054,2,-1,-1,0,unknown,no
23055,2,-1,-1,0,unknown,no
23056,2,-1,-1,0,unknown,no
23057,2,-1,-1,0,unknown,no
23058,3,-1,-1,0,unknown,no
23059,1,-1,-1,0,unknown,no
23060,2,-1,-1,0,unknown,no
23061,1,-1,-1,0,unknown,no
23062,2,-1,-1,0,unknown,no
23063,2,-1,-1,0,unknown,no
23064,1,-1,-1,0,unknown,no
23065,7,-1,-1,0,unknown,no
23066,3,-1,-1,0,unknown,no
23067,1,-1,-1,0,unknown,yes
23068,2,-1,-1,0,unknown,no
23069,2,-1,-1,0,unknown,no
23070,1,-1,-1,0,unknown,no
23071,6,-1,-1,0,unknown,no
23072,1,265,265,1,failure,no
23073,4,-1,-1,0,unknown,no
23074,4,253,253,1,failure,no
23075,2,-1,-1,0,unknown,no
23076,1,-1,-1,0,unknown,no
23077,1,-1,-1,0,unknown,no
23078,1,-1,-1,0,unknown,no
23079,2,-1,-1,0,unknown,no
23080,1,-1,-1,0,unknown,no
23081,1,-1,-1,0,unknown,no
23082,2,-1,-1,0,unknown,no
23083,2,-1,-1,0,unknown,no
23084,2,272,272,2,failure,no
23085,1,-1,-1,0,unknown,no
23086,1,-1,-1,0,unknown,no
23087,2,-1,-1,0,unknown,no
23088,2,-1,-1,0,unknown,no
23089,2,-1,-1,0,unknown,no
23090,9,-1,-1,0,unknown,no
23091,2,-1,-1,0,unknown,no
23092,3,-1,-1,0,unknown,no
23093,1,-1,-1,0,unknown,no
23094,2,-1,-1,0,unknown,yes
23095,5,-1,-1,0,unknown,no
23096,2,-1,-1,0,unknown,no
23097,2,-1,-1,0,unknown,no
23098,3,212,212,4,failure,no
23099,6,-1,-1,0,unknown,no
23100,2,-1,-1,0,unknown,no
23101,3,-1,-1,0,unknown,no
23102,2,-1,-1,0,unknown,no
23103,1,-1,-1,0,unknown,no
23104,2,-1,-1,0,unknown,no
23105,7,-1,-1,0,unknown,no
23106,1,-1,-1,0,unknown,no
23107,1,-1,-1,0,unknown,no
23108,3,-1,-1,0,unknown,no
23109,8,-1,-1,0,unknown,no
23110,2,-1,-1,0,unknown,yes
23111,1,-1,-1,0,unknown,no
23112,2,-1,-1,0,unknown,no
23113,2,-1,-1,0,unknown,no
23114,2,-1,-1,0,unknown,no
23115,1,-1,-1,0,unknown,no
23116,2,-1,-1,0,unknown,no
23117,8,9,9,2,other,no
23118,1,-1,-1,0,unknown,no
23119,1,-1,-1,0,unknown,no
23120,1,317,317,2,other,no
23121,2,-1,-1,0,unknown,no
23122,1,-1,-1,0,unknown,no
23123,4,-1,-1,0,unknown,no
23124,1,-1,-1,0,unknown,no
23125,1,-1,-1,0,unknown,no
23126,2,-1,-1,0,unknown,no
23127,2,-1,-1,0,unknown,no
23128,1,-1,-1,0,unknown,no
23129,1,-1,-1,0,unknown,no
23130,1,-1,-1,0,unknown,no
23131,3,-1,-1,0,unknown,no
23132,3,-1,-1,0,unknown,yes
23133,1,-1,-1,0,unknown,no
23134,1,-1,-1,0,unknown,no
23135,3,-1,-1,0,unknown,no
23136,1,-1,-1,0,unknown,no
23137,3,-1,-1,0,unknown,no
23138,1,-1,-1,0,unknown,no
23139,1,-1,-1,0,unknown,no
23140,2,-1,-1,0,unknown,no
23141,1,-1,-1,0,unknown,no
23142,2,-1,-1,0,unknown,no
23143,1,-1,-1,0,unknown,no
23144,1,-1,-1,0,unknown,no
23145,2,273,273,1,failure,no
23146,6,-1,-1,0,unknown,no
23147,7,-1,-1,0,unknown,no
23148,2,-1,-1,0,unknown,no
23149,1,-1,-1,0,unknown,no
23150,6,-1,-1,0,unknown,no
23151,1,-1,-1,0,unknown,no
23152,1,-1,-1,0,unknown,no
23153,3,-1,-1,0,unknown,yes
23154,1,-1,-1,0,unknown,no
23155,1,-1,-1,0,unknown,no
23156,1,324,324,2,failure,no
23157,3,-1,-1,0,unknown,no
23158,6,-1,-1,0,unknown,no
23159,1,-1,-1,0,unknown,no
23160,2,-1,-1,0,unknown,no
23161,1,-1,-1,0,unknown,no
23162,1,-1,-1,0,unknown,no
23163,2,-1,-1,0,unknown,no
23164,1,-1,-1,0,unknown,no
23165,6,-1,-1,0,unknown,no
23166,2,-1,-1,0,unknown,no
23167,1,-1,-1,0,unknown,no
23168,9,-1,-1,0,unknown,no
23169,6,-1,-1,0,unknown,no
23170,2,-1,-1,0,unknown,no
23171,3,-1,-1,0,unknown,no
23172,2,-1,-1,0,unknown,no
23173,3,-1,-1,0,unknown,no
23174,3,-1,-1,0,unknown,no
23175,1,651,651,1,success,no
23176,1,-1,-1,0,unknown,no
23177,1,-1,-1,0,unknown,no
23178,2,-1,-1,0,unknown,no
23179,3,-1,-1,0,unknown,no
23180,6,-1,-1,0,unknown,no
23181,3,-1,-1,0,unknown,no
23182,2,-1,-1,0,unknown,no
23183,4,-1,-1,0,unknown,no
23184,1,-1,-1,0,unknown,no
23185,1,-1,-1,0,unknown,no
23186,8,-1,-1,0,unknown,no
23187,1,-1,-1,0,unknown,no
23188,7,-1,-1,0,unknown,no
23189,2,-1,-1,0,unknown,no
23190,1,-1,-1,0,unknown,no
23191,8,-1,-1,0,unknown,no
23192,4,-1,-1,0,unknown,no
23193,2,-1,-1,0,unknown,no
23194,1,-1,-1,0,unknown,no
23195,2,-1,-1,0,unknown,no
23196,6,-1,-1,0,unknown,no
23197,2,-1,-1,0,unknown,no
23198,8,-1,-1,0,unknown,no
23199,2,-1,-1,0,unknown,no
23200,1,-1,-1,0,unknown,no
23201,1,-1,-1,0,unknown,no
23202,1,-1,-1,0,unknown,no
23203,1,-1,-1,0,unknown,no
23204,1,-1,-1,0,unknown,no
23205,1,-1,-1,0,unknown,no
23206,2,-1,-1,0,unknown,no
23207,4,-1,-1,0,unknown,no
23208,1,-1,-1,0,unknown,no
23209,1,-1,-1,0,unknown,no
23210,2,-1,-1,0,unknown,no
23211,4,-1,-1,0,unknown,no
23212,1,-1,-1,0,unknown,no
23213,2,-1,-1,0,unknown,no
23214,1,-1,-1,0,unknown,no
23215,5,-1,-1,0,unknown,no
23216,2,-1,-1,0,unknown,no
23217,1,-1,-1,0,unknown,no
23218,2,-1,-1,0,unknown,no
23219,2,-1,-1,0,unknown,no
23220,1,-1,-1,0,unknown,no
23221,1,-1,-1,0,unknown,no
23222,2,-1,-1,0,unknown,no
23223,2,8,8,10,other,no
23224,4,-1,-1,0,unknown,no
23225,2,-1,-1,0,unknown,no
23226,1,-1,-1,0,unknown,no
23227,1,-1,-1,0,unknown,no
23228,1,-1,-1,0,unknown,no
23229,1,-1,-1,0,unknown,no
23230,3,-1,-1,0,unknown,no
23231,11,-1,-1,0,unknown,no
23232,2,-1,-1,0,unknown,no
23233,3,-1,-1,0,unknown,no
23234,1,-1,-1,0,unknown,no
23235,1,-1,-1,0,unknown,no
23236,1,-1,-1,0,unknown,no
23237,1,-1,-1,0,unknown,no
23238,1,-1,-1,0,unknown,no
23239,1,-1,-1,0,unknown,no
23240,4,-1,-1,0,unknown,no
23241,1,-1,-1,0,unknown,no
23242,1,-1,-1,0,unknown,no
23243,1,-1,-1,0,unknown,no
23244,1,-1,-1,0,unknown,no
23245,1,-1,-1,0,unknown,no
23246,1,-1,-1,0,unknown,no
23247,18,-1,-1,0,unknown,no
23248,1,-1,-1,0,unknown,no
23249,1,-1,-1,0,unknown,no
23250,4,-1,-1,0,unknown,no
23251,1,182,182,2,success,yes
23252,15,-1,-1,0,unknown,no
23253,1,-1,-1,0,unknown,no
23254,1,-1,-1,0,unknown,no
23255,1,-1,-1,0,unknown,no
23256,1,-1,-1,0,unknown,no
23257,1,-1,-1,0,unknown,no
23258,1,-1,-1,0,unknown,no
23259,1,163,163,4,failure,no
23260,24,-1,-1,0,unknown,no
23261,2,-1,-1,0,unknown,no
23262,1,-1,-1,0,unknown,no
23263,1,-1,-1,0,unknown,no
23264,1,-1,-1,0,unknown,no
23265,1,-1,-1,0,unknown,no
23266,1,-1,-1,0,unknown,no
23267,1,-1,-1,0,unknown,no
23268,1,-1,-1,0,unknown,no
23269,2,-1,-1,0,unknown,no
23270,1,-1,-1,0,unknown,no
23271,1,-1,-1,0,unknown,no
23272,1,182,182,4,success,yes
23273,1,-1,-1,0,unknown,no
23274,1,-1,-1,0,unknown,no
23275,4,-1,-1,0,unknown,no
23276,1,-1,-1,0,unknown,no
23277,3,-1,-1,0,unknown,no
23278,1,-1,-1,0,unknown,no
23279,1,-1,-1,0,unknown,no
23280,1,828,828,2,failure,yes
23281,1,-1,-1,0,unknown,no
23282,1,-1,-1,0,unknown,no
23283,1,-1,-1,0,unknown,no
23284,10,-1,-1,0,unknown,no
23285,3,-1,-1,0,unknown,no
23286,1,-1,-1,0,unknown,no
23287,2,-1,-1,0,unknown,yes
23288,2,-1,-1,0,unknown,no
23289,1,-1,-1,0,unknown,no
23290,1,-1,-1,0,unknown,no
23291,1,-1,-1,0,unknown,no
