index,contact,day,month,duration
24060,unknown,5,jun,191.0
24061,cellular,5,feb,43.0
24062,cellular,5,feb,466.0
24063,unknown,5,jun,18.0
24064,unknown,5,jun,131.0
24065,cellular,5,feb,162.0
24066,cellular,5,feb,269.0
24067,unknown,5,jun,54.0
24068,cellular,3,apr,296.0
24069,cellular,3,apr,190.0
24070,unknown,5,jun,1121.0
24071,unknown,5,jun,939.0
24072,unknown,5,jun,170.0
24073,unknown,6,jun,127.0
24074,cellular,3,apr,1091.0
24075,cellular,8,jul,294.0
24076,cellular,3,apr,235.0
24077,unknown,6,jun,82.0
24078,cellular,3,apr,230.0
24079,unknown,6,jun,53.0
24080,cellular,3,apr,298.0
24081,cellular,3,apr,179.0
24082,cellular,5,feb,105.0
24083,cellular,15,oct,73.0
24084,cellular,3,apr,1090.0
24085,cellular,3,apr,439.0
24086,cellular,3,apr,100.0
24087,unknown,5,jun,406.0
24088,cellular,5,feb,94.0
24089,unknown,5,jun,124.0
24090,unknown,5,jun,175.0
24091,cellular,3,apr,383.0
24092,cellular,3,apr,203.0
24093,telephone,5,feb,39.0
24094,unknown,5,jun,394.0
24095,unknown,5,jun,718.0
24096,cellular,5,feb,115.0
24097,cellular,29,jan,128.0
24098,cellular,17,apr,678.0
24099,cellular,3,apr,100.0
24100,unknown,5,jun,144.0
24101,unknown,5,jun,869.0
24102,unknown,5,jun,91.0
24103,unknown,5,jun,65.0
24104,cellular,5,feb,18.0
24105,unknown,5,jun,102.0
24106,unknown,5,jun,131.0
24107,cellular,3,apr,125.0
24108,cellular,29,jan,41.0
24109,cellular,5,feb,62.0
24110,cellular,12,jul,248.0
24111,unknown,5,jun,53.0
24112,unknown,5,jun,193.0
24113,cellular,5,feb,8.0
24114,unknown,5,jun,74.0
24115,unknown,5,jun,314.0
24116,unknown,5,jun,94.0
24117,cellular,17,apr,150.0
24118,unknown,5,jun,93.0
24119,unknown,5,jun,884.0
24120,unknown,5,jun,209.0
24121,cellular,5,feb,232.0
24122,cellular,5,feb,259.0
24123,unknown,5,jun,75.0
24124,cellular,3,apr,329.0
24125,unknown,5,jun,214.0
24126,unknown,5,jun,17.0
24127,cellular,5,feb,588.0
24128,cellular,3,apr,582.0
24129,cellular,3,apr,105.0
24130,unknown,5,jun,221.0
24131,unknown,5,jun,541.0
24132,unknown,5,jun,18.0
24133,cellular,5,feb,19.0
24134,cellular,5,feb,11.0
24135,cellular,5,feb,205.0
24136,unknown,5,jun,21.0
24137,telephone,3,apr,362.0
24138,cellular,5,feb,10.0
24139,unknown,5,jun,319.0
24140,cellular,3,apr,239.0
24141,cellular,5,feb,159.0
24142,unknown,6,jun,164.0
24143,cellular,5,feb,342.0
24144,cellular,5,feb,173.0
24145,unknown,6,jun,100.0
24146,unknown,1,jul,10.0
24147,unknown,6,jun,223.0
24148,cellular,5,feb,239.0
24149,unknown,2,jul,25.0
24150,unknown,2,jul,48.0
24151,cellular,5,feb,173.0
24152,cellular,17,apr,799.0
24153,unknown,6,jun,1994.0
24154,unknown,6,jun,80.0
24155,unknown,6,jun,237.0
24156,cellular,5,feb,232.0
24157,cellular,5,feb,90.0
24158,cellular,6,apr,225.0
24159,unknown,6,jun,672.0
24160,cellular,2,jul,150.0
24161,cellular,5,feb,175.0
24162,cellular,6,apr,194.0
24163,unknown,6,jun,161.0
24164,unknown,6,jun,1276.0
24165,cellular,6,apr,322.0
24166,cellular,5,feb,96.0
24167,cellular,5,feb,43.0
24168,unknown,6,jun,134.0
24169,telephone,30,jun,263.0
24170,unknown,6,jun,79.0
24171,cellular,30,jun,274.0
24172,telephone,5,feb,114.0
24173,cellular,6,apr,254.0
24174,cellular,29,jan,133.0
24175,unknown,6,jun,377.0
24176,cellular,5,feb,7.0
24177,cellular,6,apr,185.0
24178,telephone,30,jun,119.0
24179,cellular,6,apr,272.0
24180,cellular,5,feb,141.0
24181,cellular,5,feb,674.0
24182,unknown,1,jul,165.0
24183,cellular,6,apr,945.0
24184,telephone,6,apr,475.0
24185,telephone,5,feb,708.0
24186,unknown,6,jun,83.0
24187,unknown,6,jun,122.0
24188,unknown,6,jun,709.0
24189,cellular,29,jan,57.0
24190,unknown,6,jun,582.0
24191,cellular,6,jul,386.0
24192,cellular,5,feb,103.0
24193,cellular,5,feb,177.0
24194,unknown,6,jun,220.0
24195,unknown,6,jun,339.0
24196,unknown,6,jun,447.0
24197,unknown,6,jul,42.0
24198,cellular,3,apr,579.0
24199,cellular,3,apr,1203.0
24200,unknown,6,jun,219.0
24201,cellular,3,apr,57.0
24202,cellular,29,jan,287.0
24203,unknown,6,jun,143.0
24204,unknown,6,jun,246.0
24205,unknown,6,jun,63.0
24206,cellular,7,jul,156.0
24207,cellular,3,apr,148.0
24208,unknown,6,jun,432.0
24209,cellular,5,feb,508.0
24210,cellular,3,apr,204.0
24211,cellular,5,feb,150.0
24212,cellular,5,feb,195.0
24213,cellular,5,feb,16.0
24214,unknown,6,jun,91.0
24215,unknown,6,jun,91.0
24216,cellular,5,feb,412.0
24217,unknown,6,jun,431.0
24218,cellular,5,feb,676.0
24219,unknown,6,jun,266.0
24220,cellular,6,apr,494.0
24221,unknown,6,jun,114.0
24222,cellular,6,apr,479.0
24223,cellular,6,apr,610.0
24224,unknown,6,jun,106.0
24225,unknown,6,jun,50.0
24226,unknown,6,jun,49.0
24227,cellular,6,apr,43.0
24228,cellular,3,apr,219.0
24229,unknown,6,jun,399.0
24230,cellular,5,jul,140.0
24231,unknown,6,jun,84.0
24232,telephone,3,apr,309.0
24233,cellular,6,jul,267.0
24234,unknown,4,jul,178.0
24235,unknown,5,jun,159.0
24236,cellular,5,feb,271.0
24237,cellular,17,apr,199.0
24238,cellular,17,apr,203.0
24239,unknown,5,jun,426.0
24240,cellular,2,apr,96.0
24241,cellular,5,feb,245.0
24242,unknown,5,jun,22.0
24243,unknown,5,jun,280.0
24244,unknown,5,jun,164.0
24245,unknown,5,jun,83.0
24246,cellular,5,feb,401.0
24247,unknown,16,jul,6.0
24248,cellular,16,jul,106.0
24249,cellular,2,apr,173.0
24250,unknown,5,jun,237.0
24251,unknown,5,jun,117.0
24252,cellular,5,feb,263.0
24253,cellular,2,apr,399.0
24254,cellular,5,feb,225.0
24255,cellular,5,feb,143.0
24256,cellular,5,feb,114.0
24257,cellular,2,apr,349.0
24258,cellular,2,apr,359.0
24259,cellular,2,apr,254.0
24260,cellular,5,feb,286.0
24261,unknown,5,jun,57.0
24262,unknown,5,jun,227.0
24263,cellular,5,feb,810.0
24264,unknown,5,jun,215.0
24265,cellular,3,apr,187.0
24266,unknown,5,jun,113.0
24267,cellular,29,jan,278.0
24268,unknown,5,jun,107.0
24269,unknown,5,jun,562.0
24270,cellular,29,jan,113.0
24271,unknown,5,jun,471.0
24272,unknown,5,jun,66.0
24273,cellular,3,apr,246.0
24274,cellular,3,apr,189.0
24275,cellular,5,feb,361.0
24276,cellular,17,apr,462.0
24277,unknown,5,jun,245.0
24278,unknown,5,jun,155.0
24279,unknown,5,jun,267.0
24280,cellular,5,feb,410.0
24281,cellular,17,apr,77.0
24282,unknown,5,jun,53.0
24283,cellular,16,jul,84.0
24284,cellular,17,apr,156.0
24285,unknown,20,jul,5.0
24286,unknown,5,jun,85.0
24287,cellular,20,jul,174.0
24288,cellular,29,jan,141.0
24289,cellular,2,apr,1164.0
24290,unknown,20,jul,7.0
24291,unknown,5,jun,42.0
24292,cellular,29,jan,39.0
24293,unknown,5,jun,166.0
24294,cellular,2,apr,80.0
24295,unknown,5,jun,627.0
24296,cellular,5,feb,81.0
24297,cellular,20,jul,288.0
24298,cellular,5,feb,208.0
24299,cellular,5,feb,134.0
24300,cellular,29,jan,99.0
24301,cellular,2,apr,361.0
24302,cellular,2,apr,58.0
24303,cellular,2,apr,164.0
24304,unknown,22,jul,5.0
24305,cellular,2,apr,477.0
24306,cellular,20,jul,178.0
24307,unknown,5,jun,508.0
24308,cellular,5,feb,205.0
24309,unknown,5,jun,109.0
24310,unknown,5,jun,590.0
24311,unknown,17,jul,19.0
24312,unknown,5,jun,127.0
24313,unknown,5,jun,736.0
24314,unknown,5,jun,202.0
24315,cellular,17,apr,341.0
24316,cellular,2,apr,464.0
24317,cellular,2,apr,249.0
24318,cellular,2,apr,293.0
24319,cellular,4,jul,436.0
24320,cellular,2,apr,77.0
24321,cellular,4,jul,1044.0
24322,cellular,2,apr,1012.0
24323,cellular,2,apr,1074.0
24324,unknown,5,jun,290.0
24325,cellular,5,feb,75.0
24326,cellular,5,feb,161.0
24327,unknown,5,jun,202.0
24328,telephone,4,jul,141.0
24329,unknown,5,jun,169.0
24330,unknown,5,jun,620.0
24331,cellular,3,apr,272.0
24332,unknown,5,jun,181.0
24333,unknown,5,jun,127.0
24334,cellular,3,apr,939.0
24335,cellular,13,jul,88.0
24336,unknown,5,jun,247.0
24337,cellular,3,apr,154.0
24338,cellular,17,apr,709.0
24339,cellular,29,jan,432.0
24340,unknown,5,jun,77.0
24341,cellular,14,oct,71.0
24342,cellular,14,oct,108.0
24343,unknown,5,jun,21.0
24344,unknown,4,jul,53.0
24345,unknown,5,jun,175.0
24346,cellular,3,apr,240.0
24347,unknown,5,jun,622.0
24348,unknown,5,jun,1865.0
24349,unknown,4,jul,89.0
24350,cellular,5,feb,188.0
24351,cellular,17,apr,198.0
24352,unknown,5,jun,59.0
24353,unknown,5,jun,63.0
24354,unknown,5,jun,517.0
24355,cellular,3,apr,134.0
24356,unknown,5,jun,420.0
24357,cellular,3,apr,273.0
24358,unknown,5,jun,955.0
24359,cellular,17,apr,135.0
24360,unknown,5,jun,412.0
24361,unknown,5,jun,337.0
24362,unknown,5,jun,138.0
24363,unknown,5,jun,494.0
24364,unknown,5,jun,22.0
24365,cellular,5,feb,116.0
24366,unknown,5,jun,61.0
24367,cellular,5,feb,150.0
24368,cellular,13,jul,195.0
24369,unknown,5,jun,101.0
24370,unknown,5,jun,105.0
24371,cellular,5,feb,139.0
24372,cellular,5,feb,119.0
24373,unknown,5,jun,57.0
24374,unknown,5,jun,26.0
24375,cellular,5,feb,140.0
24376,cellular,5,feb,131.0
24377,unknown,5,jun,163.0
24378,cellular,3,apr,93.0
24379,cellular,3,apr,478.0
24380,cellular,3,apr,707.0
24381,unknown,5,jun,511.0
24382,cellular,3,apr,353.0
24383,cellular,15,jul,346.0
24384,unknown,5,jun,309.0
24385,unknown,5,jun,52.0
24386,cellular,14,oct,117.0
24387,cellular,14,oct,146.0
24388,unknown,5,jun,237.0
24389,cellular,3,apr,376.0
24390,cellular,5,feb,52.0
24391,unknown,5,jun,96.0
24392,cellular,5,feb,141.0
24393,telephone,5,feb,508.0
24394,unknown,5,jun,64.0
24395,telephone,15,jul,552.0
24396,unknown,4,jul,150.0
24397,unknown,5,jun,27.0
24398,cellular,5,feb,307.0
24399,cellular,3,apr,352.0
24400,cellular,5,feb,253.0
24401,unknown,5,jun,61.0
24402,unknown,14,jul,71.0
24403,unknown,5,jun,87.0
24404,cellular,29,jan,177.0
24405,cellular,5,feb,232.0
24406,cellular,14,oct,727.0
24407,cellular,3,apr,170.0
24408,unknown,5,jun,563.0
24409,cellular,3,apr,277.0
24410,telephone,5,feb,37.0
24411,cellular,14,oct,104.0
24412,cellular,3,apr,314.0
24413,cellular,3,apr,445.0
24414,unknown,5,jun,190.0
24415,cellular,5,feb,160.0
24416,cellular,3,apr,697.0
24417,cellular,14,oct,113.0
24418,cellular,5,feb,33.0
24419,cellular,14,jul,287.0
24420,cellular,5,feb,358.0
24421,cellular,3,apr,297.0
24422,unknown,5,jun,245.0
24423,cellular,17,apr,351.0
24424,unknown,4,jun,96.0
24425,cellular,2,aug,428.0
24426,unknown,2,jun,204.0
24427,unknown,2,jun,826.0
24428,unknown,2,jun,777.0
24429,unknown,2,jun,32.0
24430,unknown,2,jun,56.0
24431,unknown,2,jun,136.0
24432,unknown,2,jun,290.0
24433,unknown,2,jun,267.0
24434,unknown,2,jun,126.0
24435,unknown,2,jun,360.0
24436,unknown,2,jun,80.0
24437,unknown,2,jun,288.0
24438,unknown,2,jun,156.0
24439,cellular,5,feb,1823.0
24440,unknown,2,jun,214.0
24441,unknown,2,jun,75.0
24442,unknown,2,jun,345.0
24443,unknown,2,jun,626.0
24444,cellular,17,apr,456.0
24445,unknown,2,jun,82.0
24446,unknown,2,jun,230.0
24447,cellular,29,jan,100.0
24448,unknown,2,jun,91.0
24449,unknown,2,jun,198.0
24450,unknown,2,jun,164.0
24451,unknown,2,jun,229.0
24452,cellular,29,jan,197.0
24453,cellular,5,feb,342.0
24454,unknown,2,jun,142.0
24455,unknown,2,jun,351.0
24456,unknown,2,jun,746.0
24457,cellular,3,aug,261.0
24458,unknown,2,jun,18.0
24459,unknown,2,jun,213.0
24460,unknown,2,jun,392.0
24461,unknown,2,jun,20.0
24462,unknown,2,jun,375.0
24463,unknown,2,jun,164.0
24464,unknown,2,jun,120.0
24465,cellular,5,feb,449.0
24466,unknown,2,jun,178.0
24467,cellular,5,feb,215.0
24468,unknown,2,jun,53.0
24469,unknown,2,jun,98.0
24470,unknown,2,jun,73.0
24471,unknown,2,jun,132.0
24472,cellular,7,jul,250.0
24473,unknown,2,jun,76.0
24474,unknown,2,jun,312.0
24475,unknown,2,jun,87.0
24476,cellular,3,aug,654.0
24477,unknown,2,jun,350.0
24478,unknown,2,jun,200.0
24479,unknown,2,jun,555.0
24480,unknown,2,jun,252.0
24481,unknown,2,jun,60.0
24482,unknown,2,jun,117.0
24483,unknown,2,jun,671.0
24484,unknown,2,jun,171.0
24485,unknown,2,jun,159.0
24486,cellular,17,apr,76.0
24487,cellular,31,mar,265.0
24488,unknown,2,jun,612.0
24489,unknown,2,jun,424.0
24490,unknown,2,jun,145.0
24491,cellular,17,apr,39.0
24492,unknown,2,jun,41.0
24493,unknown,2,jun,276.0
24494,unknown,2,jun,222.0
24495,unknown,2,jun,218.0
24496,unknown,2,jun,548.0
24497,unknown,2,jun,176.0
24498,cellular,31,mar,371.0
24499,unknown,2,jun,144.0
24500,unknown,2,jun,140.0
24501,unknown,2,jun,42.0
24502,cellular,7,jul,136.0
24503,unknown,2,jun,518.0
24504,unknown,2,jun,252.0
24505,unknown,2,jun,150.0
24506,unknown,2,jun,29.0
24507,unknown,2,jun,71.0
24508,unknown,2,jun,108.0
24509,unknown,2,jun,136.0
24510,unknown,2,jun,111.0
24511,unknown,2,jun,322.0
24512,unknown,2,jun,129.0
24513,unknown,2,jun,86.0
24514,unknown,2,jun,267.0
24515,unknown,2,jun,142.0
24516,unknown,2,jun,335.0
24517,unknown,2,jun,261.0
24518,unknown,2,jun,289.0
24519,cellular,7,jul,718.0
24520,unknown,3,jun,154.0
24521,unknown,3,jun,87.0
24522,unknown,3,jun,197.0
24523,unknown,3,jun,67.0
24524,unknown,3,jun,86.0
24525,unknown,3,jun,209.0
24526,unknown,3,jun,150.0
24527,cellular,5,feb,22.0
24528,unknown,3,jun,48.0
24529,unknown,3,jun,70.0
24530,unknown,3,jun,104.0
24531,unknown,2,jun,85.0
24532,unknown,3,jun,152.0
24533,unknown,2,jun,432.0
24534,unknown,2,jun,707.0
24535,unknown,2,jun,232.0
24536,unknown,2,jun,94.0
24537,cellular,5,feb,71.0
24538,unknown,2,jun,605.0
24539,unknown,2,jun,20.0
24540,cellular,3,aug,248.0
24541,unknown,3,jun,25.0
24542,unknown,3,jun,450.0
24543,unknown,3,jun,216.0
24544,unknown,3,jun,174.0
24545,unknown,3,jun,159.0
24546,unknown,3,jun,117.0
24547,unknown,3,jun,159.0
24548,unknown,3,jun,115.0
24549,unknown,3,jun,207.0
24550,unknown,3,jun,301.0
24551,unknown,3,jun,542.0
24552,unknown,3,jun,332.0
24553,cellular,1,apr,957.0
24554,unknown,3,jun,63.0
24555,unknown,3,jun,186.0
24556,unknown,3,jun,69.0
24557,unknown,3,jun,267.0
24558,unknown,3,jun,222.0
24559,unknown,3,jun,55.0
24560,unknown,3,jun,73.0
24561,unknown,3,jun,179.0
24562,unknown,3,jun,20.0
24563,cellular,31,mar,248.0
24564,unknown,2,jun,153.0
24565,unknown,2,jun,984.0
24566,unknown,2,jun,74.0
24567,unknown,2,jun,181.0
24568,unknown,2,jun,28.0
24569,unknown,2,jun,134.0
24570,unknown,2,jun,83.0
24571,unknown,2,jun,1576.0
24572,unknown,2,jun,442.0
24573,unknown,2,jun,358.0
24574,cellular,7,jul,200.0
24575,cellular,13,oct,63.0
24576,unknown,2,jun,239.0
24577,unknown,2,jun,509.0
24578,unknown,2,jun,194.0
24579,unknown,2,jun,130.0
24580,unknown,2,jun,55.0
24581,unknown,2,jun,754.0
24582,cellular,3,aug,108.0
24583,unknown,2,jun,100.0
24584,unknown,2,jun,154.0
24585,unknown,2,jun,178.0
24586,unknown,2,jun,115.0
24587,unknown,2,jun,227.0
24588,unknown,2,jun,92.0
24589,unknown,2,jun,73.0
24590,unknown,2,jun,217.0
24591,unknown,2,jun,134.0
24592,unknown,2,jun,90.0
24593,unknown,2,jun,310.0
24594,unknown,2,jun,43.0
24595,unknown,2,jun,184.0
24596,cellular,7,jul,113.0
24597,unknown,2,jun,253.0
24598,unknown,2,jun,689.0
24599,unknown,2,jun,280.0
24600,unknown,2,jun,312.0
24601,unknown,2,jun,402.0
24602,cellular,5,feb,217.0
24603,unknown,2,jun,16.0
24604,unknown,2,jun,548.0
24605,unknown,2,jun,58.0
24606,unknown,2,jun,110.0
24607,unknown,2,jun,179.0
24608,unknown,2,jun,75.0
24609,unknown,2,jun,222.0
24610,unknown,2,jun,111.0
24611,unknown,2,jun,184.0
24612,cellular,5,feb,177.0
24613,unknown,3,jun,161.0
24614,unknown,2,jun,563.0
24615,unknown,2,jun,130.0
24616,unknown,2,jun,152.0
24617,unknown,2,jun,920.0
24618,unknown,2,jun,76.0
24619,unknown,2,jun,223.0
24620,unknown,2,jun,34.0
24621,unknown,2,jun,329.0
24622,unknown,2,jun,258.0
24623,unknown,2,jun,273.0
24624,unknown,2,jun,215.0
24625,unknown,2,jun,66.0
24626,unknown,2,jun,815.0
24627,cellular,12,oct,146.0
24628,unknown,2,jun,59.0
24629,unknown,2,jun,156.0
24630,unknown,2,jun,174.0
24631,unknown,2,jun,74.0
24632,cellular,5,feb,116.0
24633,unknown,2,jun,156.0
24634,unknown,2,jun,95.0
24635,unknown,2,jun,21.0
24636,unknown,2,jun,118.0
24637,unknown,2,jun,369.0
24638,unknown,2,jun,122.0
24639,cellular,5,feb,53.0
24640,unknown,2,jun,183.0
24641,unknown,2,jun,193.0
24642,cellular,7,jul,321.0
24643,unknown,2,jun,278.0
24644,unknown,2,jun,210.0
24645,cellular,7,jul,434.0
24646,unknown,2,jun,381.0
24647,unknown,2,jun,53.0
24648,unknown,2,jun,209.0
24649,unknown,2,jun,83.0
24650,unknown,2,jun,105.0
24651,unknown,2,jun,82.0
24652,unknown,2,jun,354.0
24653,unknown,2,jun,184.0
24654,unknown,2,jun,317.0
24655,unknown,2,jun,142.0
24656,unknown,2,jun,425.0
24657,unknown,2,jun,445.0
24658,unknown,2,jun,239.0
24659,unknown,2,jun,159.0
24660,unknown,2,jun,24.0
24661,cellular,7,jul,126.0
24662,unknown,2,jun,88.0
24663,unknown,2,jun,128.0
24664,unknown,2,jun,185.0
24665,cellular,31,mar,237.0
24666,unknown,2,jun,464.0
24667,cellular,5,feb,339.0
24668,unknown,2,jun,319.0
24669,unknown,2,jun,464.0
24670,unknown,2,jun,151.0
24671,unknown,2,jun,227.0
24672,cellular,5,feb,147.0
24673,unknown,2,jun,364.0
24674,unknown,2,jun,26.0
24675,unknown,2,jun,105.0
24676,unknown,2,jun,172.0
24677,unknown,2,jun,384.0
24678,unknown,2,jun,1036.0
24679,unknown,2,jun,70.0
24680,unknown,2,jun,143.0
24681,unknown,2,jun,64.0
24682,unknown,2,jun,123.0
24683,cellular,5,feb,1017.0
24684,unknown,2,jun,466.0
24685,unknown,2,jun,80.0
24686,cellular,7,jul,118.0
24687,unknown,2,jun,535.0
24688,unknown,2,jun,579.0
24689,unknown,2,jun,132.0
24690,unknown,2,jun,42.0
24691,unknown,2,jun,127.0
24692,unknown,2,jun,184.0
24693,cellular,7,jul,128.0
24694,unknown,2,jun,164.0
24695,unknown,2,jun,447.0
24696,unknown,2,jun,281.0
24697,unknown,2,jun,464.0
24698,unknown,2,jun,197.0
24699,unknown,2,jun,231.0
24700,unknown,2,jun,537.0
24701,cellular,29,jan,129.0
24702,unknown,2,jun,61.0
24703,unknown,2,jun,232.0
24704,unknown,2,jun,490.0
24705,unknown,2,jun,69.0
24706,unknown,2,jun,143.0
24707,cellular,5,feb,26.0
24708,unknown,2,jun,105.0
24709,unknown,2,jun,249.0
24710,unknown,2,jun,45.0
24711,unknown,2,jun,469.0
24712,unknown,2,jun,304.0
24713,cellular,7,jul,139.0
24714,unknown,2,jun,163.0
24715,unknown,2,jun,31.0
24716,unknown,2,jun,50.0
24717,unknown,2,jun,171.0
24718,unknown,2,jun,124.0
24719,unknown,2,jun,230.0
24720,cellular,4,aug,453.0
24721,cellular,7,jul,161.0
24722,unknown,2,jun,572.0
24723,unknown,2,jun,214.0
24724,unknown,2,jun,102.0
24725,unknown,2,jun,169.0
24726,unknown,2,jun,123.0
24727,cellular,7,jul,141.0
24728,unknown,2,jun,169.0
24729,unknown,2,jun,85.0
24730,unknown,2,jun,758.0
24731,unknown,2,jun,466.0
24732,unknown,2,jun,200.0
24733,unknown,2,jun,347.0
24734,unknown,2,jun,221.0
24735,cellular,5,feb,787.0
24736,unknown,2,jun,269.0
24737,unknown,2,jun,187.0
24738,unknown,2,jun,146.0
24739,unknown,2,jun,91.0
24740,unknown,2,jun,231.0
24741,unknown,2,jun,56.0
24742,unknown,2,jun,201.0
24743,unknown,2,jun,158.0
24744,unknown,2,jun,339.0
24745,unknown,2,jun,281.0
24746,unknown,2,jun,541.0
24747,cellular,3,aug,1179.0
24748,unknown,2,jun,147.0
24749,unknown,2,jun,747.0
24750,unknown,2,jun,430.0
24751,unknown,2,jun,966.0
24752,unknown,2,jun,277.0
24753,cellular,7,jul,256.0
24754,unknown,2,jun,68.0
24755,unknown,2,jun,312.0
24756,unknown,2,jun,72.0
24757,unknown,2,jun,162.0
24758,unknown,2,jun,362.0
24759,cellular,7,jul,66.0
24760,unknown,2,jun,326.0
24761,unknown,2,jun,154.0
24762,unknown,2,jun,178.0
24763,unknown,2,jun,169.0
24764,unknown,2,jun,147.0
24765,unknown,2,jun,283.0
24766,unknown,2,jun,426.0
24767,unknown,2,jun,
24768,cellular,5,feb,449.0
24769,unknown,2,jun,121.0
24770,unknown,2,jun,45.0
24771,unknown,2,jun,98.0
24772,unknown,2,jun,54.0
24773,unknown,2,jun,148.0
24774,unknown,2,jun,49.0
24775,unknown,2,jun,183.0
24776,unknown,2,jun,121.0
24777,unknown,2,jun,1068.0
24778,cellular,7,jul,49.0
24779,unknown,2,jun,599.0
24780,unknown,2,jun,118.0
24781,unknown,2,jun,88.0
24782,unknown,2,jun,149.0
24783,unknown,2,jun,46.0
24784,cellular,5,feb,192.0
24785,unknown,2,jun,140.0
24786,cellular,17,apr,306.0
24787,unknown,2,jun,490.0
24788,unknown,2,jun,562.0
24789,unknown,2,jun,493.0
24790,unknown,2,jun,193.0
24791,unknown,2,jun,250.0
24792,unknown,2,jun,658.0
24793,unknown,2,jun,94.0
24794,cellular,5,feb,137.0
24795,unknown,2,jun,313.0
24796,unknown,2,jun,306.0
24797,unknown,2,jun,163.0
24798,unknown,2,jun,101.0
24799,unknown,3,jun,238.0
24800,unknown,26,jun,677.0
24801,unknown,3,jun,173.0
24802,unknown,3,jun,478.0
24803,unknown,3,jun,143.0
24804,unknown,3,jun,263.0
24805,unknown,3,jun,35.0
24806,unknown,3,jun,130.0
24807,unknown,3,jun,89.0
24808,unknown,3,jun,46.0
24809,cellular,7,jul,181.0
24810,unknown,3,jun,35.0
24811,cellular,13,oct,98.0
24812,unknown,3,jun,354.0
24813,unknown,3,jun,94.0
24814,unknown,3,jun,633.0
24815,cellular,1,apr,202.0
24816,unknown,3,jun,641.0
24817,unknown,3,jun,220.0
24818,unknown,3,jun,177.0
24819,unknown,3,jun,216.0
24820,unknown,3,jun,294.0
24821,unknown,3,jun,108.0
24822,unknown,3,jun,164.0
24823,unknown,3,jun,245.0
24824,unknown,3,jun,72.0
24825,unknown,3,jun,369.0
24826,unknown,3,jun,201.0
24827,unknown,3,jun,236.0
24828,unknown,3,jun,229.0
24829,cellular,5,feb,72.0
24830,unknown,3,jun,342.0
24831,unknown,3,jun,340.0
24832,unknown,3,jun,59.0
24833,telephone,5,feb,89.0
24834,unknown,3,jun,801.0
24835,unknown,3,jun,320.0
24836,unknown,3,jun,200.0
24837,unknown,3,jun,215.0
24838,unknown,3,jun,327.0
24839,unknown,3,jun,768.0
24840,unknown,3,jun,154.0
24841,unknown,3,jun,43.0
24842,unknown,3,jun,599.0
24843,unknown,3,jun,1173.0
24844,unknown,3,jun,455.0
24845,unknown,3,jun,254.0
24846,cellular,2,aug,155.0
24847,unknown,3,jun,237.0
24848,unknown,3,jun,259.0
24849,unknown,3,jun,238.0
24850,cellular,29,jan,177.0
24851,unknown,3,jun,51.0
24852,unknown,3,jun,825.0
24853,cellular,5,feb,255.0
24854,unknown,3,jun,435.0
24855,unknown,3,jun,235.0
24856,unknown,3,jun,84.0
24857,unknown,3,jun,177.0
24858,unknown,3,jun,208.0
24859,unknown,3,jun,281.0
24860,unknown,3,jun,418.0
24861,unknown,3,jun,361.0
24862,cellular,1,apr,212.0
24863,unknown,3,jun,94.0
24864,unknown,3,jun,1045.0
24865,unknown,3,jun,188.0
24866,unknown,3,jun,231.0
24867,unknown,3,jun,118.0
24868,unknown,3,jun,356.0
24869,unknown,3,jun,77.0
24870,unknown,3,jun,157.0
24871,unknown,3,jun,109.0
24872,unknown,3,jun,165.0
24873,unknown,3,jun,680.0
24874,unknown,3,jun,860.0
24875,unknown,3,jun,85.0
24876,unknown,3,jun,258.0
24877,unknown,3,jun,192.0
24878,unknown,3,jun,676.0
24879,unknown,3,jun,615.0
24880,cellular,1,apr,274.0
24881,unknown,3,jun,239.0
24882,unknown,3,jun,170.0
24883,unknown,3,jun,27.0
24884,unknown,3,jun,246.0
24885,unknown,3,jun,482.0
24886,unknown,3,jun,143.0
24887,unknown,3,jun,171.0
24888,unknown,3,jun,220.0
24889,unknown,3,jun,14.0
24890,unknown,3,jun,441.0
24891,unknown,3,jun,559.0
24892,cellular,1,apr,107.0
24893,unknown,3,jun,348.0
24894,cellular,1,apr,126.0
24895,unknown,3,jun,148.0
24896,unknown,3,jun,495.0
24897,unknown,3,jun,80.0
24898,unknown,3,jun,2456.0
24899,unknown,3,jun,397.0
24900,unknown,3,jun,211.0
24901,unknown,3,jun,134.0
24902,unknown,3,jun,183.0
24903,unknown,3,jun,133.0
24904,unknown,3,jun,215.0
24905,unknown,3,jun,277.0
24906,unknown,3,jun,189.0
24907,cellular,1,apr,836.0
24908,unknown,3,jun,230.0
24909,cellular,1,apr,427.0
24910,unknown,3,jun,323.0
24911,unknown,3,jun,68.0
24912,unknown,3,jun,276.0
24913,unknown,3,jun,81.0
24914,unknown,3,jun,497.0
24915,unknown,3,jun,313.0
24916,unknown,3,jun,137.0
24917,unknown,3,jun,71.0
24918,unknown,3,jun,56.0
24919,cellular,7,jul,111.0
24920,unknown,3,jun,136.0
24921,unknown,3,jun,350.0
24922,unknown,3,jun,214.0
24923,cellular,13,oct,167.0
24924,unknown,3,jun,380.0
24925,unknown,3,jun,1259.0
24926,unknown,3,jun,117.0
24927,unknown,3,jun,176.0
24928,unknown,3,jun,58.0
24929,unknown,3,jun,164.0
24930,unknown,3,jun,1363.0
24931,unknown,3,jun,239.0
24932,unknown,3,jun,129.0
